posting_id,title,company,location,salary_raw,date_posted_raw,remote,seniority
17,Data Analyst,Fenwick Insurance,Bristol,Competitive salary,2026-04-30,Yes,Junior
98,Data Scientist II,Northwind Analytics,Glasgow,"£85,000",01/03/2025,yes,Senior
1257,Business Intelligence Analyst,Redbridge Telecom,Manchester,"£32,000 - £42,000",2025-05-04,,
189,Data Analyst,Redbridge Telecom,Edinburgh,Competitive salary,23 Jun 2025,No,Junior
1026,Data Scientist,BrightPath Retail,Leeds,"£75,000 - £95,000",31 Dec 2025,yes,Senior
1077,Data Scientist,Marlowe Consulting,Work from home,"£65,000",23/01/2026,,
177,Junior Data Scientist,Kestrel Logistics,Sheffield,,24/03/2026,yes,Senior
1070,Insights Analyst,Kestrel Logistics,"Manchester, UK","£85,000",04/05/2026,yes,Senior
996,Machine Learning Engineer,Orchard Media,Remote (UK),Competitive salary,2026-01-25,,Junior
811,Junior Data Scientist,BrightPath Retail,Edinburgh,Competitive salary,09/03/2026,Yes,Senior
1250,Data Science Intern,Vantage Health,Birmingham,"£32,000 - £42,000",06/03/2025,No,Graduate
15,Data Scientist,Ashford Digital,Bristol,"£31,500",07 Mar 2026,yes,Graduate
375,Junior Data Scientist,BrightPath Retail,Edinburgh,"£32,000 - £42,000",28 Mar 2025,,Junior
410,Business Intelligence Analyst,Marlowe Consulting,Glasgow,"£32,000 - £42,000",2025-08-01,No,Graduate
534,Analytics Consultant,Redbridge Telecom,Remote,£28k-£35k,2025-07-09,yes,Junior
1405,Business Intelligence Analyst,Marlowe Consulting,Leeds,,2025-08-25,Hybrid,Graduate
1576,Data Science Intern,Orchard Media,London,"£93,000",24 Nov 2025,Hybrid,Senior
391,Data Engineer,Grove & Co,Sheffield,"£47,500",2026-01-17,No,
1187,Data Science Intern,Northwind Analytics,remote,£32k-£42k,18 Oct 2025,,Mid
1591,Data Science Intern,BrightPath Retail,Bristol,,2026-02-27,No,Senior
1371,Data Analyst,Fenwick Insurance,"Manchester, UK","£37,000",22 Mar 2025,Hybrid,Mid
895,Data Analyst,Vantage Health,WFH,Competitive salary,26 Apr 2026,Hybrid,Junior
378,Analytics Consultant,Northwind Analytics,manchester,,13 Apr 2025,yes,
430,Data Scientist II,Grove & Co,Glasgow,£28k-£35k,07 Mar 2026,yes,Graduate
1139,Data Science Intern,Solstice Energy,Liverpool,Competitive salary,16 Jul 2025,,Mid
1108,Data Scientist II,Ashford Digital,Birmingham,,08 Jan 2025,No,
756,Data Science Intern,Solstice Energy,manchester,"£40,000 - £55,000",2025-10-13,N/A,
146,Insights Analyst,Redbridge Telecom,Liverpool,"£28,000 - £35,000",03/04/2025,N/A,Graduate
157,Insights Analyst,Solstice Energy,Edinburgh,£32k-£42k,12 Aug 2025,,
464,Business Intelligence Analyst,Marlowe Consulting,Liverpool,"£47,500",2026-02-27,No,
476,Junior Data Scientist,Northwind Analytics,london,"£93,000",16/12/2025,No,Senior
991,Data Scientist II,Redbridge Telecom,Edinburgh,,29/07/2025,,
890,Data Scientist II,Kestrel Logistics,manchester,,2025-08-05,Yes,
475,Data Science Intern,Grove & Co,Liverpool,Competitive salary,2025-02-24,,
413,Junior Data Scientist,Redbridge Telecom,Sheffield,"£37,000",2025-12-20,Yes,Junior
867,Data Engineer,Alderly Bank,"London, UK",,2025-08-12,,Senior
1440,Insights Analyst,Redbridge Telecom,WFH,"£47,500",06/01/2026,yes,
1028,Machine Learning Engineer,Grove & Co,Glasgow,Competitive salary,12 Apr 2026,,Senior
473,Data Scientist II,Grove & Co,Leeds,"£47,500",17 Apr 2026,No,Mid
902,Data Scientist II,Kestrel Logistics,Glasgow,"£75,000 - £95,000",30 Jan 2026,Hybrid,Senior
477,Data Scientist,Ashford Digital,Bristol,"£31,500",21/02/2026,Yes,Graduate
1479,Data Analyst,Grove & Co,Edinburgh,,23/01/2026,Hybrid,Mid
362,Insights Analyst,Kestrel Logistics,Glasgow,£32k-£42k,11 Jan 2026,No,Graduate
1436,Data Engineer,Solstice Energy,Bristol,,13/03/2025,yes,Junior
1217,Data Scientist II,Ashford Digital,Sheffield,Competitive salary,2025-08-09,yes,Senior
1160,Junior Data Scientist,Alderly Bank,Remote (UK),,18 Mar 2025,N/A,Senior
602,Machine Learning Engineer,Fenwick Insurance,Liverpool,,27 Feb 2026,Hybrid,Senior
234,Data Scientist II,Vantage Health,Leeds,,12/06/2025,Hybrid,Senior
195,Business Intelligence Analyst,Fenwick Insurance,Manchester,"£85,000",17 Aug 2025,N/A,Senior
987,Machine Learning Engineer,Ashford Digital,Edinburgh,"£65,000",25/10/2025,N/A,
1249,Business Intelligence Analyst,Northwind Analytics,Manchester,"£65,000",18 Jun 2025,yes,Senior
1247,Machine Learning Engineer,Redbridge Telecom,Manchester,"£32,000 - £42,000",2025-03-13,Hybrid,Mid
501,Data Analyst,Kestrel Logistics,Sheffield,£75k-£95k,10 Dec 2025,No,Senior
1507,Data Analyst,Kestrel Logistics,Glasgow,,2025-04-12,yes,
308,Data Scientist II,Marlowe Consulting,Sheffield,,26 Aug 2025,yes,
512,Machine Learning Engineer,Kestrel Logistics,london,,29/08/2025,Yes,Graduate
380,Insights Analyst,Marlowe Consulting,Edinburgh,"£75,000 - £95,000",13 Jun 2025,No,Senior
492,Data Analyst,BrightPath Retail,london,Competitive salary,2026-02-25,Hybrid,Senior
831,Business Intelligence Analyst,Orchard Media,Liverpool,,09 May 2025,yes,Mid
761,Data Scientist,BrightPath Retail,Work from home,"£37,000",2025-07-07,N/A,
367,Junior Data Scientist,Kestrel Logistics,Bristol,"£85,000",12/06/2025,Hybrid,Senior
1380,Data Analyst,Fenwick Insurance,remote,Competitive salary,30 Jul 2025,No,
883,Analytics Consultant,Grove & Co,Sheffield,Competitive salary,11 Feb 2025,Yes,Senior
860,Data Science Intern,Grove & Co,Leeds,"£40,000 - £55,000",18 Feb 2025,Yes,
1354,Data Engineer,Solstice Energy,Work from home,Competitive salary,2025-09-16,Hybrid,Junior
269,Analytics Consultant,Fenwick Insurance,"Manchester, UK","£37,000",13 Jul 2025,yes,Mid
583,Data Analyst,Marlowe Consulting,Leeds,"£47,500",23 Mar 2025,N/A,
68,Junior Data Scientist,Kestrel Logistics,Birmingham,,25/12/2025,Hybrid,Junior
695,Junior Data Scientist,Solstice Energy,Birmingham,"£37,000",07/03/2026,No,Graduate
1541,Insights Analyst,Fenwick Insurance,Edinburgh,"£40,000 - £55,000",14 Feb 2026,Hybrid,Mid
698,Junior Data Scientist,Solstice Energy,Liverpool,,2025-07-01,No,Graduate
1258,Junior Data Scientist,Vantage Health,"London, UK","£45,000",2025-05-16,yes,Graduate
371,Data Analyst,Ashford Digital,Leeds,"£37,000",2025-05-14,Yes,
1522,Insights Analyst,Orchard Media,London,"£39,500",03/10/2025,,Junior
1265,Machine Learning Engineer,Grove & Co,Bristol,£28k-£35k,15 Sep 2025,yes,Junior
790,Data Analyst,Fenwick Insurance,Liverpool,Competitive salary,2025-01-30,Hybrid,Senior
603,Insights Analyst,Kestrel Logistics,Sheffield,"£47,500",08/05/2026,,
327,Machine Learning Engineer,Ashford Digital,Sheffield,£40k-£55k,2026-02-21,Yes,Mid
91,Data Engineer,Vantage Health,Sheffield,Competitive salary,26 Apr 2025,No,
993,Machine Learning Engineer,BrightPath Retail,Bristol,"£75,000 - £95,000",2025-03-02,Hybrid,Senior
763,Analytics Consultant,Ashford Digital,Sheffield,"£47,500",05/04/2026,yes,Mid
1041,Data Science Intern,Solstice Energy,Bristol,Competitive salary,07/11/2025,Yes,Senior
1482,Data Scientist,Redbridge Telecom,Leeds,Competitive salary,20 Oct 2025,,Graduate
1566,Data Scientist II,Redbridge Telecom,remote,,01/06/2025,yes,Senior
1323,Junior Data Scientist,Orchard Media,Remote (UK),,02 Mar 2025,Hybrid,Mid
783,Junior Data Scientist,Ashford Digital,WFH,£32k-£42k,17/04/2025,,Mid
1202,Business Intelligence Analyst,Alderly Bank,Leeds,,02 Oct 2025,No,
82,Data Scientist II,Redbridge Telecom,Bristol,£40k-£55k,2025-07-04,Hybrid,Mid
441,Junior Data Scientist,BrightPath Retail,LONDON,Competitive salary,02 Nov 2025,Hybrid,Senior
838,Data Scientist II,Alderly Bank,"London, UK","£36,000 - £43,000",10 Jun 2025,Hybrid,Junior
774,Data Scientist,Grove & Co,Edinburgh,,2025-10-04,yes,Mid
1480,Analytics Consultant,Alderly Bank,Birmingham,Competitive salary,01/03/2026,,Senior
62,Machine Learning Engineer,Vantage Health,WFH,,23/04/2025,,Graduate
751,Insights Analyst,Northwind Analytics,Bristol,,2025-08-03,Hybrid,Junior
925,Data Analyst,Fenwick Insurance,Sheffield,"£28,000 - £35,000",10/07/2025,Hybrid,Junior
1237,Data Scientist II,Fenwick Insurance,Remote,"£31,500",2025-08-08,Hybrid,Junior
506,Insights Analyst,BrightPath Retail,Bristol,"£31,500",11 Jan 2026,Yes,Graduate
1120,Machine Learning Engineer,Northwind Analytics,Birmingham,"£40,000 - £55,000",04/08/2025,yes,
64,Data Scientist II,Northwind Analytics,Remote (UK),"£28,000 - £35,000",26/11/2025,No,Graduate
67,Machine Learning Engineer,Kestrel Logistics,"Manchester, UK",£28k-£35k,2025-04-13,yes,Junior
166,Data Analyst,Fenwick Insurance,"Manchester, UK",£32k-£42k,29/12/2025,,Mid
1471,Data Engineer,BrightPath Retail,Sheffield,Competitive salary,04 Aug 2025,yes,Graduate
289,Data Scientist,BrightPath Retail,remote,Competitive salary,29 Jan 2026,yes,Junior
258,Junior Data Scientist,Grove & Co,Edinburgh,Competitive salary,07 Mar 2025,No,Mid
1484,Insights Analyst,Grove & Co,Remote (UK),£28k-£35k,23/08/2025,N/A,Graduate
1567,Data Science Intern,Solstice Energy,Glasgow,"£40,000 - £55,000",08/02/2025,N/A,Mid
1179,Data Analyst,Fenwick Insurance,Sheffield,"£31,500",25 Mar 2025,Yes,Junior
1445,Junior Data Scientist,Vantage Health,Bristol,£40k-£55k,2025-08-12,N/A,Mid
1245,Analytics Consultant,BrightPath Retail,Work from home,"£85,000",2025-07-24,yes,Senior
544,Data Engineer,Fenwick Insurance,Work from home,"£31,500",08/05/2025,Yes,Graduate
1496,Junior Data Scientist,Alderly Bank,Sheffield,£40k-£55k,2025-01-15,yes,
1302,Junior Data Scientist,Fenwick Insurance,Sheffield,"£47,500",06 Feb 2026,Hybrid,
704,Junior Data Scientist,Northwind Analytics,Sheffield,"£28,000 - £35,000",19/11/2025,yes,Graduate
1025,Data Scientist,Orchard Media,Leeds,"£37,000",29 Nov 2025,Hybrid,Mid
1291,Insights Analyst,Grove & Co,Liverpool,Competitive salary,15/01/2026,No,Mid
1208,Data Scientist,Fenwick Insurance,Edinburgh,Competitive salary,2026-02-24,N/A,Senior
1420,Data Analyst,Fenwick Insurance,Bristol,"£28,000 - £35,000",28/11/2025,N/A,Graduate
585,Data Engineer,BrightPath Retail,Leeds,£55k-£75k,11/02/2026,yes,Senior
1253,Data Scientist II,Kestrel Logistics,Leeds,"£32,000 - £42,000",2025-04-19,N/A,Junior
608,Data Analyst,Ashford Digital,Edinburgh,Competitive salary,2026-02-24,yes,Mid
1431,Business Intelligence Analyst,Grove & Co,Leeds,,28/12/2025,No,Senior
333,Analytics Consultant,Grove & Co,Edinburgh,£32k-£42k,11/05/2026,No,Graduate
467,Junior Data Scientist,Ashford Digital,Remote,£75k-£95k,03/03/2025,No,Senior
1352,Data Scientist,Redbridge Telecom,Glasgow,£75k-£95k,05 Mar 2026,Hybrid,Senior
384,Junior Data Scientist,Redbridge Telecom,Leeds,£28k-£35k,2025-09-09,Yes,Graduate
1539,Data Engineer,Orchard Media,"London, UK",£63k-£83k,16/04/2025,yes,
156,Data Science Intern,Redbridge Telecom,WFH,,11/01/2025,No,Senior
254,Data Science Intern,Solstice Energy,Sheffield,"£37,000",2026-01-06,,Graduate
1561,Data Scientist,Marlowe Consulting,Birmingham,"£55,000 - £75,000",03 Mar 2025,N/A,Mid
1298,Insights Analyst,Solstice Energy,Edinburgh,"£55,000 - £75,000",26/08/2025,,
540,Insights Analyst,Kestrel Logistics,Glasgow,"£31,500",31/03/2025,yes,Graduate
1105,Analytics Consultant,Marlowe Consulting,Bristol,"£47,500",2025-11-22,Hybrid,
361,Data Analyst,Marlowe Consulting,Glasgow,"£85,000",16/10/2025,N/A,Senior
1055,Data Science Intern,BrightPath Retail,Bristol,Competitive salary,01/05/2025,,Senior
1346,Data Engineer,Fenwick Insurance,Manchester,"£32,000 - £42,000",2025-09-19,No,Graduate
368,Data Engineer,BrightPath Retail,Leeds,£28k-£35k,2025-02-24,,Graduate
379,Data Engineer,Grove & Co,Liverpool,,06/10/2025,Hybrid,
907,Business Intelligence Analyst,Marlowe Consulting,Birmingham,,04 Jul 2025,N/A,Senior
126,Analytics Consultant,Ashford Digital,Bristol,"£28,000 - £35,000",2026-04-30,Hybrid,Junior
1367,Junior Data Scientist,Vantage Health,Bristol,£40k-£55k,2025-02-19,yes,Mid
1422,Analytics Consultant,Redbridge Telecom,Glasgow,Competitive salary,2026-02-18,Yes,Mid
382,Data Engineer,Grove & Co,Leeds,£28k-£35k,22/10/2025,Hybrid,Graduate
1462,Data Scientist,Redbridge Telecom,manchester,£32k-£42k,2025-03-31,yes,Junior
405,Data Analyst,BrightPath Retail,Edinburgh,Competitive salary,01/02/2025,yes,Graduate
975,Junior Data Scientist,BrightPath Retail,Glasgow,"£40,000 - £55,000",2025-11-24,N/A,
395,Data Engineer,Alderly Bank,Glasgow,"£28,000 - £35,000",13/06/2025,Yes,Junior
1568,Data Scientist II,Grove & Co,Bristol,"£28,000 - £35,000",22/01/2026,No,Graduate
1324,Machine Learning Engineer,Kestrel Logistics,Edinburgh,£28k-£35k,17 Feb 2025,Yes,Junior
163,Business Intelligence Analyst,Redbridge Telecom,LONDON,"£39,500",25/08/2025,Yes,Graduate
103,Data Scientist II,Ashford Digital,Bristol,£55k-£75k,22 Aug 2025,No,
827,Data Analyst,Ashford Digital,Leeds,£40k-£55k,11/11/2025,Hybrid,
478,Insights Analyst,Grove & Co,Liverpool,£32k-£42k,19 Sep 2025,Hybrid,Graduate
1127,Junior Data Scientist,Orchard Media,Greater London,"£40,000 - £50,000",14/07/2025,yes,Mid
1344,Junior Data Scientist,Grove & Co,Liverpool,"£28,000 - £35,000",11 Oct 2025,No,Graduate
1441,Machine Learning Engineer,Solstice Energy,Work from home,Competitive salary,25/02/2025,,Junior
188,Business Intelligence Analyst,Ashford Digital,LONDON,£36k-£43k,11 Jan 2026,N/A,Junior
1521,Junior Data Scientist,Fenwick Insurance,Glasgow,,08/05/2025,yes,Junior
167,Data Scientist II,Marlowe Consulting,Sheffield,"£85,000",18/07/2025,Hybrid,Senior
1114,Data Scientist,Fenwick Insurance,Greater London,"£55,500",2025-07-01,Yes,
285,Machine Learning Engineer,Redbridge Telecom,"Manchester, UK",£28k-£35k,07 Apr 2026,yes,Junior
1387,Machine Learning Engineer,Orchard Media,Leeds,"£28,000 - £35,000",22 Jan 2026,Yes,Junior
250,Data Science Intern,Ashford Digital,Liverpool,£28k-£35k,15 Dec 2025,Yes,Graduate
217,Business Intelligence Analyst,Orchard Media,Sheffield,"£47,500",24 Apr 2026,N/A,Mid
1499,Junior Data Scientist,Marlowe Consulting,Glasgow,"£55,000 - £75,000",2025-12-09,Hybrid,
1290,Data Analyst,Fenwick Insurance,Sheffield,"£85,000",2026-03-19,Yes,Senior
1234,Junior Data Scientist,Kestrel Logistics,Glasgow,Competitive salary,18/01/2026,Hybrid,
1454,Data Scientist II,BrightPath Retail,Glasgow,,2026-02-16,No,Senior
699,Data Science Intern,Redbridge Telecom,Greater London,Competitive salary,18/05/2025,yes,
28,Junior Data Scientist,Orchard Media,"London, UK","£93,000",05 Aug 2025,N/A,Senior
20,Data Analyst,Kestrel Logistics,Leeds,Competitive salary,2025-10-11,yes,Senior
155,Data Analyst,Orchard Media,"London, UK","£40,000 - £50,000",18/03/2026,yes,Junior
179,Junior Data Scientist,Orchard Media,Manchester,"£40,000 - £55,000",2025-08-01,,
486,Data Engineer,Redbridge Telecom,Liverpool,"£28,000 - £35,000",09/12/2025,,Graduate
316,Data Engineer,Solstice Energy,manchester,Competitive salary,18 Jul 2025,,
1219,Junior Data Scientist,Orchard Media,Edinburgh,"£40,000 - £55,000",2025-12-30,yes,
720,Data Scientist,Orchard Media,Work from home,"£31,500",02/04/2025,Yes,Junior
1157,Data Scientist,Kestrel Logistics,london,£63k-£83k,30 Jun 2025,Hybrid,
153,Data Engineer,Vantage Health,Leeds,"£85,000",2025-03-03,,Senior
498,Insights Analyst,Orchard Media,Liverpool,"£85,000",19/04/2025,N/A,Senior
220,Data Scientist,Vantage Health,Glasgow,"£55,000 - £75,000",2025-08-09,Hybrid,Senior
1458,Data Analyst,Alderly Bank,LONDON,£36k-£43k,21 Sep 2025,N/A,Graduate
48,Data Science Intern,Redbridge Telecom,Leeds,"£32,000 - £42,000",24 Sep 2025,N/A,Junior
1181,Data Engineer,Vantage Health,"Manchester, UK",Competitive salary,09/02/2026,Yes,Graduate
1043,Machine Learning Engineer,Solstice Energy,WFH,,08/09/2025,N/A,
1134,Data Analyst,Alderly Bank,Sheffield,£28k-£35k,27/12/2025,Yes,Junior
174,Junior Data Scientist,Ashford Digital,Sheffield,,06 Jul 2025,N/A,
922,Data Scientist II,Orchard Media,Bristol,,10/01/2026,No,
1148,Data Science Intern,Alderly Bank,Glasgow,£40k-£55k,07/04/2026,Yes,
547,Data Engineer,Kestrel Logistics,Leeds,£28k-£35k,2026-02-03,Yes,Graduate
577,Junior Data Scientist,Vantage Health,"Manchester, UK","£65,000",25 Dec 2025,,
1002,Data Engineer,Solstice Energy,manchester,"£37,000",2025-02-17,Yes,Graduate
109,Junior Data Scientist,Orchard Media,Birmingham,"£47,500",16 Nov 2025,,
1434,Data Scientist II,Solstice Energy,Birmingham,£32k-£42k,03 Oct 2025,No,Graduate
710,Business Intelligence Analyst,BrightPath Retail,london,,04/06/2025,N/A,
272,Data Engineer,Marlowe Consulting,Edinburgh,Competitive salary,29/11/2025,Hybrid,
701,Data Analyst,Alderly Bank,Liverpool,Competitive salary,01 Apr 2026,Yes,
834,Junior Data Scientist,Kestrel Logistics,Birmingham,"£65,000",2026-03-17,N/A,
870,Insights Analyst,Grove & Co,Sheffield,Competitive salary,28 Jan 2026,No,Graduate
1050,Data Analyst,Grove & Co,Sheffield,£40k-£55k,22 Apr 2026,,Mid
752,Data Engineer,Vantage Health,Sheffield,Competitive salary,12 May 2026,No,Graduate
1376,Junior Data Scientist,Northwind Analytics,Work from home,Competitive salary,01 May 2025,Hybrid,Graduate
769,Data Engineer,Marlowe Consulting,Edinburgh,"£31,500",06 Sep 2025,N/A,Graduate
554,Data Engineer,Orchard Media,Edinburgh,,03 Apr 2025,No,
1423,Machine Learning Engineer,Northwind Analytics,Sheffield,"£40,000 - £55,000",2025-08-03,Yes,Mid
1281,Data Scientist II,Alderly Bank,"Manchester, UK",£75k-£95k,10 Aug 2025,Yes,Senior
1385,Data Scientist,Orchard Media,"Manchester, UK",Competitive salary,02 Feb 2025,Yes,Senior
963,Data Scientist II,Kestrel Logistics,"Manchester, UK","£32,000 - £42,000",17/11/2025,yes,Graduate
1251,Insights Analyst,Orchard Media,Glasgow,Competitive salary,02 Sep 2025,,Graduate
780,Data Analyst,Marlowe Consulting,remote,Competitive salary,06 Nov 2025,Yes,
620,Data Analyst,Vantage Health,Glasgow,£28k-£35k,14 Jan 2026,No,Junior
40,Data Scientist II,Northwind Analytics,Manchester,"£37,000",26 Oct 2025,No,Mid
1465,Insights Analyst,Ashford Digital,manchester,"£31,500",20 Apr 2026,N/A,Graduate
1225,Business Intelligence Analyst,Vantage Health,Birmingham,"£37,000",2026-04-13,,Junior
65,Analytics Consultant,Alderly Bank,LONDON,£48k-£63k,21/08/2025,Hybrid,
682,Machine Learning Engineer,Fenwick Insurance,Glasgow,,27/02/2025,,Junior
165,Data Scientist,Solstice Energy,Sheffield,Competitive salary,2025-03-19,,Senior
939,Machine Learning Engineer,Alderly Bank,Work from home,"£75,000 - £95,000",2025-01-27,No,Senior
1477,Data Analyst,BrightPath Retail,remote,Competitive salary,2025-05-29,No,Mid
83,Data Scientist,Ashford Digital,Liverpool,"£55,000 - £75,000",11/10/2025,N/A,Senior
1566,Data Scientist II,Redbridge Telecom,remote,,01/06/2025,yes,Senior
887,Data Analyst,Northwind Analytics,Birmingham,Competitive salary,07/01/2026,Hybrid,
1459,Analytics Consultant,Orchard Media,"London, UK","£63,000 - £83,000",21/03/2026,,Senior
539,Data Analyst,BrightPath Retail,Liverpool,"£31,500",09/05/2026,No,Graduate
882,Data Scientist,Marlowe Consulting,Manchester,Competitive salary,06/08/2025,Yes,Graduate
490,Data Scientist,Grove & Co,Manchester,"£55,000 - £75,000",16 Apr 2025,N/A,Mid
107,Data Science Intern,Northwind Analytics,Edinburgh,£55k-£75k,2025-09-11,No,
342,Junior Data Scientist,Solstice Energy,Edinburgh,Competitive salary,18/12/2025,No,Mid
653,Data Scientist,Alderly Bank,Greater London,"£39,500",2026-04-17,Yes,Graduate
1003,Data Scientist II,Alderly Bank,Greater London,£40k-£50k,2025-04-12,,
1241,Insights Analyst,Grove & Co,WFH,£75k-£95k,2025-04-11,,Senior
1066,Data Analyst,BrightPath Retail,Remote,,28/01/2026,No,Mid
574,Data Engineer,Northwind Analytics,Liverpool,Competitive salary,12/08/2025,No,Mid
1052,Data Scientist II,Orchard Media,Bristol,"£47,500",06 Apr 2025,No,Mid
394,Junior Data Scientist,Orchard Media,Glasgow,"£75,000 - £95,000",01/03/2026,yes,Senior
518,Analytics Consultant,Solstice Energy,Leeds,£32k-£42k,2025-01-23,yes,
748,Data Engineer,BrightPath Retail,Leeds,£55k-£75k,07/02/2025,yes,Mid
347,Machine Learning Engineer,Alderly Bank,Remote (UK),Competitive salary,2025-12-16,,
1378,Insights Analyst,Fenwick Insurance,Liverpool,£55k-£75k,27/02/2025,,Senior
33,Data Scientist II,Fenwick Insurance,Bristol,"£85,000",2025-07-22,N/A,Senior
1014,Data Scientist II,Northwind Analytics,Glasgow,,25 Jun 2025,,Junior
727,Data Analyst,Fenwick Insurance,Liverpool,"£37,000",2025-11-28,No,Junior
171,Machine Learning Engineer,Alderly Bank,Liverpool,"£40,000 - £55,000",05/07/2025,No,
599,Data Engineer,Marlowe Consulting,Manchester,£55k-£75k,09 Apr 2025,N/A,Mid
1585,Machine Learning Engineer,Ashford Digital,Work from home,"£55,000 - £75,000",20/06/2025,yes,Mid
404,Analytics Consultant,Vantage Health,Leeds,£28k-£35k,21 Jan 2026,N/A,Graduate
228,Data Science Intern,Redbridge Telecom,Bristol,"£37,000",11 May 2026,yes,Graduate
307,Data Science Intern,Fenwick Insurance,Remote,"£31,500",24 Apr 2025,N/A,Junior
807,Data Scientist II,Alderly Bank,Glasgow,"£55,000 - £75,000",17/06/2025,Yes,Senior
1299,Junior Data Scientist,Northwind Analytics,Bristol,"£32,000 - £42,000",25/10/2025,Yes,Junior
277,Machine Learning Engineer,Alderly Bank,Birmingham,Competitive salary,2025-01-18,N/A,Mid
1498,Analytics Consultant,Redbridge Telecom,Birmingham,Competitive salary,11/07/2025,,Mid
142,Data Science Intern,BrightPath Retail,Edinburgh,Competitive salary,05 May 2026,yes,Graduate
758,Business Intelligence Analyst,Alderly Bank,Glasgow,£55k-£75k,24 Mar 2026,,
175,Data Engineer,Solstice Energy,Sheffield,Competitive salary,03/05/2025,,
1702,,,,,,,
705,Junior Data Scientist,Redbridge Telecom,LONDON,"£39,500",2025-09-06,No,Graduate
1161,Business Intelligence Analyst,Redbridge Telecom,Bristol,,05/12/2025,Hybrid,Junior
1008,Business Intelligence Analyst,Kestrel Logistics,london,,2025-11-06,yes,
1512,Data Scientist II,Solstice Energy,Glasgow,,11/12/2025,Yes,Mid
917,Machine Learning Engineer,BrightPath Retail,London,Competitive salary,2026-01-13,,
835,Data Engineer,Orchard Media,Bristol,Competitive salary,01/05/2025,No,Mid
904,Insights Analyst,Redbridge Telecom,"Manchester, UK",£28k-£35k,2025-11-19,No,Junior
743,Data Scientist II,BrightPath Retail,Sheffield,,30 Jan 2026,N/A,Graduate
1332,Analytics Consultant,BrightPath Retail,"London, UK","£39,500",29/10/2025,Hybrid,Junior
350,Insights Analyst,Alderly Bank,Bristol,Competitive salary,2026-04-17,No,Senior
977,Data Engineer,Orchard Media,Birmingham,"£55,000 - £75,000",2025-07-03,yes,Senior
777,Junior Data Scientist,Redbridge Telecom,Glasgow,"£32,000 - £42,000",13 Mar 2025,yes,Junior
969,Insights Analyst,Kestrel Logistics,Sheffield,"£31,500",04/08/2025,N/A,Graduate
1345,Data Scientist,Ashford Digital,Bristol,Competitive salary,2026-01-03,yes,Junior
1584,Analytics Consultant,Northwind Analytics,Edinburgh,£75k-£95k,13 Oct 2025,N/A,Senior
81,Machine Learning Engineer,BrightPath Retail,Liverpool,,22 May 2025,yes,Mid
1220,Data Analyst,Grove & Co,Sheffield,"£85,000",2025-04-15,Yes,Senior
1585,Machine Learning Engineer,Ashford Digital,Work from home,"£55,000 - £75,000",20/06/2025,yes,Mid
301,Business Intelligence Analyst,Ashford Digital,Glasgow,"£85,000",23/02/2026,Hybrid,Senior
233,Data Scientist II,Fenwick Insurance,Liverpool,£75k-£95k,2026-05-06,Hybrid,Senior
511,Junior Data Scientist,Ashford Digital,Glasgow,,2025-04-29,Hybrid,Junior
576,Data Scientist II,Redbridge Telecom,Bristol,,2025-04-07,No,Graduate
962,Machine Learning Engineer,Vantage Health,Leeds,"£47,500",2026-03-03,Hybrid,
1132,Data Analyst,BrightPath Retail,Greater London,"£55,500",15/01/2026,N/A,Mid
1203,Data Science Intern,Fenwick Insurance,Sheffield,"£28,000 - £35,000",06 Jan 2026,yes,Junior
325,Data Scientist II,Northwind Analytics,Glasgow,£32k-£42k,2025-06-02,,
1403,Junior Data Scientist,Grove & Co,Liverpool,,05/01/2025,Yes,Mid
1091,Data Scientist II,Alderly Bank,Remote,"£40,000 - £55,000",30 Apr 2026,Hybrid,Mid
243,Analytics Consultant,Alderly Bank,Liverpool,"£75,000 - £95,000",2025-06-19,N/A,Senior
851,Data Analyst,Alderly Bank,Leeds,"£37,000",20/08/2025,N/A,Graduate
335,Data Scientist,Northwind Analytics,"Manchester, UK","£32,000 - £42,000",2026-04-21,,
312,Data Scientist,Fenwick Insurance,"Manchester, UK",Competitive salary,31 Mar 2025,No,Mid
328,Insights Analyst,Fenwick Insurance,Liverpool,"£31,500",27/12/2025,Hybrid,Graduate
1151,Data Analyst,Orchard Media,Leeds,Competitive salary,12 Mar 2025,Yes,
208,Data Analyst,Marlowe Consulting,Birmingham,"£47,500",24 Apr 2026,No,Mid
622,Data Scientist,Orchard Media,Sheffield,"£75,000 - £95,000",2025-05-26,N/A,Senior
594,Data Scientist II,Alderly Bank,Sheffield,"£85,000",2025-02-26,yes,Senior
359,Machine Learning Engineer,Vantage Health,"Manchester, UK",Competitive salary,2025-12-11,No,Senior
694,Insights Analyst,Orchard Media,Edinburgh,,2025-10-07,N/A,
973,Data Scientist,Orchard Media,Edinburgh,"£40,000 - £55,000",2025-06-24,N/A,Mid
915,Business Intelligence Analyst,Marlowe Consulting,Edinburgh,Competitive salary,31/10/2025,No,Junior
1195,Data Analyst,Fenwick Insurance,Glasgow,"£32,000 - £42,000",2025-02-13,N/A,Graduate
647,Data Science Intern,Ashford Digital,Liverpool,"£55,000 - £75,000",2026-01-29,Hybrid,
744,Data Engineer,Vantage Health,london,,2025-09-12,No,Junior
136,Data Scientist II,Kestrel Logistics,Sheffield,,2025-11-26,Yes,Graduate
630,Data Science Intern,Vantage Health,Sheffield,£40k-£55k,2025-12-01,yes,
